city,latitude,longitude,date,PM2_5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_dir,dist_to_road,dist_to_industry,dist_to_farm,fire_nearby,is_festival_day,festival_name,is_election_period,is_sports_event,pollution_source
Chennai,13.077344,80.288655,2019-12-02,49.27,166.34,36.13,9.68,1.987,64.56,28.49,55.74,0.1,313.11,0.212,2.823,2.568,0,0,None,0,0,waste
Kolkata,22.580444,88.374183,2019-12-02,66.95,152.37,30.07,17.96,1.612,16.28,29.85,54.27,3.28,257.29,0.274,0.925,8.102,0,0,None,0,0,vehicular
Bengaluru,12.971547,77.602614,2019-12-02,42.61,124.43,68.73,12.53,1.045,10.4,27.16,69.41,2.44,10.89,1.162,3.937,0.51,0,0,None,0,0,vehicular
Hyderabad,17.382429,78.486404,2019-12-02,95.11,114.0,24.83,46.57,1.0,18.38,25.28,50.48,2.81,352.02,0.108,1.592,0.272,0,0,None,0,0,industrial
Pune,18.530932,73.842935,2019-12-02,88.45,168.89,43.84,22.7,1.0,32.51,33.62,65.28,1.6,39.02,0.935,0.492,1.451,0,0,None,0,0,vehicular
Guwahati,26.139906,91.722494,2019-12-02,74.49,76.44,42.54,27.15,1.0,43.49,31.49,58.77,4.86,274.5,1.088,2.127,2.61,0,0,None,0,0,fire_crackers
Lucknow,26.857497,80.95858,2019-12-02,42.54,62.59,59.34,9.55,1.845,34.65,31.05,73.46,3.49,257.62,0.33,1.301,1.519,0,0,None,0,0,waste
Kanpur,26.434058,80.333227,2019-12-02,89.85,143.4,32.93,24.58,1.145,26.99,29.7,76.98,3.35,134.21,0.579,1.742,0.651,0,0,None,0,0,fire_crackers
Delhi,28.607631,77.242717,2019-12-03,67.03,118.14,23.24,33.33,1.0,30.88,28.03,55.21,3.38,288.38,0.067,0.287,9.222,0,0,None,0,0,fire_crackers
Mumbai,19.084619,72.87035,2019-12-03,53.83,223.83,63.01,15.47,1.0,35.36,27.94,53.07,1.83,195.97,0.442,0.803,0.577,0,0,None,0,0,vehicular
Chennai,13.092519,80.26377,2019-12-03,109.44,111.06,16.72,29.24,1.118,66.47,33.44,53.76,6.53,327.2,1.748,0.067,4.468,0,0,None,0,0,industrial
Kolkata,22.550834,88.375029,2019-12-03,89.92,172.01,15.96,9.33,1.0,43.32,28.93,84.9,0.1,54.43,1.562,0.464,3.878,0,0,None,0,0,vehicular
Bengaluru,12.972791,77.581891,2019-12-03,55.99,150.19,46.62,1.0,1.0,49.63,24.27,31.47,3.63,0.14,1.812,0.876,14.405,0,0,None,0,0,vehicular
Hyderabad,17.383706,78.472363,2019-12-03,61.48,124.89,75.63,8.99,1.013,41.96,34.19,51.82,3.96,197.48,0.615,0.936,6.764,0,0,None,0,0,vehicular
Pune,18.509533,73.84384,2019-12-03,54.43,146.99,50.59,19.23,1.614,30.24,27.26,39.31,2.22,40.29,0.535,2.009,1.452,0,0,None,0,0,waste
Guwahati,26.157577,91.733868,2019-12-03,102.66,82.83,61.28,12.68,1.0,26.13,29.11,91.81,3.03,122.4,0.598,5.178,4.648,0,0,None,0,0,fire_crackers
Lucknow,26.852561,80.930735,2019-12-03,23.76,82.85,56.93,8.72,1.267,40.12,27.26,59.62,3.84,223.95,0.766,2.357,0.751,0,0,None,0,0,agricultural
Kanpur,26.448881,80.319071,2019-12-03,78.55,150.46,62.1,21.73,1.035,14.62,27.91,47.68,5.25,253.53,2.174,3.735,4.686,0,0,None,0,0,industrial
Delhi,28.596494,77.244342,2019-12-04,7.87,114.16,32.53,3.57,1.0,33.69,13.19,59.02,1.84,226.88,0.964,0.781,7.712,0,0,None,0,0,industrial
Mumbai,19.060589,72.874542,2019-12-04,105.65,128.21,53.85,13.62,1.0,50.01,27.66,55.64,4.96,269.82,0.478,0.207,2.402,0,0,None,0,0,industrial
Chennai,13.065889,80.285926,2019-12-04,89.05,85.24,31.61,18.44,1.035,20.98,36.75,76.76,4.0,142.2,0.03,0.287,0.164,0,0,None,0,0,vehicular
Kolkata,22.561409,88.3469,2019-12-04,54.88,207.9,23.21,20.29,1.0,42.66,22.1,39.08,2.4,251.22,1.147,2.629,2.079,0,0,None,0,0,waste
Bengaluru,12.958424,77.572974,2019-12-04,42.44,126.69,48.89,7.85,1.0,24.9,14.89,33.22,1.42,146.87,0.406,0.049,1.389,0,0,None,0,0,waste
Hyderabad,17.361555,78.462879,2019-12-04,112.49,87.54,46.35,11.34,1.022,34.85,22.09,56.62,2.29,251.95,0.38,3.488,1.379,0,0,None,0,0,vehicular
Pune,18.519088,73.861471,2019-12-04,68.13,82.01,44.52,2.08,1.0,18.09,31.19,57.66,2.36,87.18,1.183,4.108,3.035,0,0,None,0,0,vehicular
Guwahati,26.128127,91.714596,2019-12-04,55.57,124.82,35.03,6.79,1.0,36.66,33.99,72.96,3.58,286.63,0.852,2.916,0.044,0,0,None,0,0,waste
Lucknow,26.850477,80.931311,2019-12-04,55.95,135.17,7.48,18.3,1.0,23.77,28.55,67.07,5.2,275.42,0.668,1.213,2.16,0,0,None,0,0,industrial
Kanpur,26.464467,80.323535,2019-12-04,49.2,120.36,15.46,11.24,1.309,47.9,21.08,100.0,1.83,155.32,0.093,3.39,1.396,0,0,None,0,0,industrial
Delhi,28.607244,77.215854,2019-12-05,46.88,97.09,35.51,37.63,1.552,27.48,21.21,58.86,5.14,5.37,0.669,0.986,5.018,0,0,None,0,0,agricultural
Mumbai,19.088165,72.872977,2019-12-05,41.26,139.85,45.72,18.73,1.0,37.76,39.92,33.96,4.28,340.49,2.059,1.288,3.349,0,0,None,0,0,vehicular
Chennai,13.096669,80.267478,2019-12-05,51.19,137.44,58.77,22.38,1.352,33.38,30.54,78.64,1.2,139.48,0.153,1.607,2.625,0,0,None,0,0,waste
Kolkata,22.582384,88.374899,2019-12-05,107.94,147.4,42.54,30.26,1.0,30.36,30.46,52.91,1.64,319.76,0.014,1.261,0.755,0,0,None,0,0,industrial
Bengaluru,12.989077,77.59923,2019-12-05,119.01,147.54,38.43,30.98,1.0,37.14,19.26,73.19,5.12,18.44,0.645,1.921,10.069,0,0,None,0,0,vehicular
Hyderabad,17.373194,78.481581,2019-12-05,49.48,44.11,31.75,10.33,1.873,20.27,19.67,78.18,5.63,210.14,0.103,2.026,2.769,0,0,None,0,0,vehicular
Pune,18.507334,73.84955,2019-12-05,36.58,229.17,6.89,34.12,1.0,42.07,20.29,33.59,4.35,261.55,0.234,1.166,1.403,0,0,None,0,0,vehicular
Guwahati,26.123702,91.746765,2019-12-05,46.51,257.9,63.05,14.82,1.128,40.37,33.56,64.59,3.3,67.2,0.48,1.197,2.176,0,0,None,0,0,waste
Lucknow,26.847966,80.946259,2019-12-05,88.2,109.41,35.0,18.81,1.0,18.23,26.88,71.72,3.83,43.48,0.047,1.781,1.089,0,0,None,0,0,vehicular
Kanpur,26.445355,80.33681,2019-12-05,1.0,124.25,49.42,13.41,1.082,18.13,27.73,62.68,3.87,57.77,0.432,0.598,2.83,0,0,None,0,0,fire_crackers
Delhi,28.608122,77.242609,2019-12-06,58.38,35.29,87.98,38.93,1.076,28.33,22.98,58.78,5.51,44.66,0.622,1.93,6.357,0,0,None,0,0,agricultural
Mumbai,19.065838,72.88185,2019-12-06,19.59,143.24,48.2,19.2,1.654,31.25,25.81,49.15,2.54,64.04,1.061,0.196,3.552,0,0,None,0,0,vehicular
Chennai,13.092824,80.258462,2019-12-06,65.55,75.18,81.77,28.71,1.436,11.64,27.77,53.11,4.87,248.0,0.578,1.697,0.362,0,0,None,0,0,vehicular
Kolkata,22.563861,88.352448,2019-12-06,59.17,52.97,62.46,11.0,1.812,30.32,29.7,80.35,3.77,157.0,0.813,0.177,2.441,0,0,None,0,0,vehicular
Bengaluru,12.986213,77.582141,2019-12-06,60.5,195.07,2.97,27.25,1.777,45.19,23.18,63.15,1.81,151.18,0.468,0.603,1.457,0,0,None,0,0,vehicular
Hyderabad,17.361294,78.482588,2019-12-06,88.0,168.05,68.55,28.71,1.186,35.51,28.71,77.37,1.13,101.35,1.576,1.017,3.138,0,0,None,0,0,vehicular
Pune,18.5047,73.842104,2019-12-06,73.67,134.92,29.99,19.47,1.0,18.24,29.94,63.69,3.13,224.11,1.404,1.144,4.969,0,0,None,0,0,industrial
Guwahati,26.150274,91.728381,2019-12-06,37.35,204.57,56.14,11.97,1.0,24.65,37.23,97.26,3.57,215.13,1.281,0.513,1.429,0,0,None,0,0,waste
Lucknow,26.858432,80.94573,2019-12-06,18.57,53.8,8.22,29.98,1.0,13.38,32.39,55.8,3.04,239.23,0.633,0.388,2.09,0,0,None,0,0,agricultural
Kanpur,26.441836,80.318061,2019-12-06,62.96,217.69,59.8,32.42,1.0,29.59,33.27,63.71,1.78,116.92,0.899,7.294,0.074,0,0,None,0,0,vehicular
Delhi,28.597026,77.243694,2019-12-07,95.25,78.61,55.11,24.42,1.149,27.5,18.19,74.4,2.17,311.66,2.104,2.881,0.9,0,0,None,0,0,agricultural
Mumbai,19.050287,72.897377,2019-12-07,47.18,129.99,40.05,14.32,2.008,8.14,19.83,68.4,5.91,248.13,0.141,1.227,1.345,0,0,None,0,0,industrial
Chennai,13.094944,80.253755,2019-12-07,61.97,139.12,45.38,2.85,1.091,32.22,41.5,39.36,4.02,240.18,0.993,0.902,10.814,0,0,None,0,0,vehicular
Kolkata,22.55713,88.348401,2019-12-07,64.64,131.41,29.27,9.98,1.686,22.62,29.37,49.3,2.46,277.46,0.35,0.158,4.507,0,0,None,0,0,waste
Bengaluru,12.96171,77.605416,2019-12-07,61.91,91.28,61.23,24.2,1.0,17.94,24.01,61.56,6.18,283.23,0.852,1.737,2.485,0,0,None,0,0,fire_crackers
Hyderabad,17.367161,78.469996,2019-12-07,55.15,98.59,22.41,19.24,1.0,19.31,25.56,60.79,2.31,48.23,0.152,0.785,5.906,0,0,None,0,0,vehicular
Pune,18.503361,73.843947,2019-12-07,86.31,214.53,46.59,15.47,1.0,42.42,27.91,71.99,0.1,300.63,0.792,1.692,8.717,0,0,None,0,0,vehicular
Guwahati,26.120606,91.722337,2019-12-07,90.86,89.4,42.92,46.14,1.0,29.86,27.89,63.28,0.1,78.56,0.24,1.505,7.055,0,0,None,0,0,vehicular
Lucknow,26.856754,80.953748,2019-12-07,23.77,60.47,26.84,17.47,1.0,32.7,34.4,30.9,4.2,232.49,1.214,3.729,1.114,0,0,None,0,0,vehicular
Kanpur,26.451562,80.313717,2019-12-07,18.47,132.63,41.35,26.85,1.065,34.65,26.87,70.04,0.24,358.94,3.065,2.516,2.273,0,0,None,0,0,industrial
Delhi,28.597097,77.21621,2019-12-08,23.87,56.87,53.11,12.52,1.011,55.64,34.66,49.11,1.62,155.74,4.859,4.997,7.324,0,0,None,0,0,vehicular
Mumbai,19.055779,72.864215,2019-12-08,49.13,152.66,38.93,30.64,2.707,15.67,20.19,37.12,0.49,10.87,0.094,2.239,3.394,0,0,None,0,0,vehicular
Chennai,13.064682,80.278263,2019-12-08,37.98,81.12,72.21,9.86,1.0,42.32,24.92,43.63,5.45,219.13,0.384,0.323,5.246,0,0,None,0,0,vehicular
Kolkata,22.556877,88.354611,2019-12-08,97.91,180.97,48.43,28.03,1.0,50.21,28.97,73.17,4.81,41.36,0.506,0.603,0.251,0,0,None,0,0,fire_crackers
Bengaluru,12.955932,77.596418,2019-12-08,121.77,220.19,21.9,23.25,1.2,40.02,26.54,54.05,2.72,49.55,0.576,5.03,2.14,0,0,None,0,0,vehicular
Hyderabad,17.370615,78.470372,2019-12-08,68.89,133.62,22.5,18.89,1.155,56.13,31.17,51.99,3.89,143.74,0.473,4.846,5.897,0,0,None,0,0,vehicular
Pune,18.525344,73.837967,2019-12-08,52.39,66.53,25.97,37.97,1.45,31.81,25.98,42.98,2.04,130.28,1.578,0.655,1.403,0,0,None,0,0,industrial
Guwahati,26.12481,91.729261,2019-12-08,47.29,150.32,53.83,21.57,2.035,37.6,32.45,85.24,2.71,0.78,0.849,0.323,3.118,0,0,None,0,0,vehicular
Lucknow,26.835297,80.951813,2019-12-08,32.72,76.53,10.42,3.5,1.0,16.35,38.73,86.58,3.05,48.03,0.656,0.609,2.418,0,0,None,0,0,industrial
Kanpur,26.455631,80.321641,2019-12-08,63.54,79.82,16.05,23.96,1.638,29.33,27.53,59.29,1.81,223.77,0.012,4.064,2.48,0,0,None,0,0,agricultural
Delhi,28.61292,77.239325,2019-12-09,90.51,100.77,40.74,23.62,1.0,43.28,21.7,45.74,5.42,251.19,0.084,2.682,2.36,0,0,None,0,0,vehicular
Mumbai,19.066901,72.899352,2019-12-09,118.29,87.14,55.45,35.97,1.0,32.76,27.08,53.78,2.76,213.35,1.339,11.434,2.728,0,0,None,0,0,agricultural
Chennai,13.081934,80.274407,2019-12-09,70.81,133.2,39.58,23.96,1.744,27.92,19.59,58.33,3.26,100.68,0.032,2.575,6.857,0,0,None,0,0,industrial
Kolkata,22.571548,88.361588,2019-12-09,57.69,124.85,52.03,15.74,1.0,15.22,37.94,87.53,0.86,109.65,0.243,4.704,0.543,0,0,None,0,0,vehicular
Bengaluru,12.973275,77.597817,2019-12-09,54.13,157.39,37.06,30.52,1.113,47.8,20.66,68.11,1.87,145.69,0.735,0.361,0.395,0,0,None,0,0,vehicular
Hyderabad,17.396827,78.477825,2019-12-09,55.45,111.6,54.07,29.09,1.0,56.48,24.98,60.75,3.69,217.22,0.845,1.883,1.829,0,0,None,0,0,waste
Pune,18.527387,73.842383,2019-12-09,91.4,121.28,51.81,8.51,1.0,18.07,29.17,49.48,2.13,261.71,0.855,5.258,6.606,0,0,None,0,0,agricultural
Guwahati,26.156387,91.713992,2019-12-09,42.71,149.92,33.43,30.33,1.541,31.55,8.63,56.53,5.39,18.62,0.48,0.213,2.499,0,0,None,0,0,agricultural
Lucknow,26.840975,80.939917,2019-12-09,5.11,57.27,69.31,27.48,1.0,22.76,23.34,63.49,1.01,290.32,1.441,1.348,2.848,0,0,None,0,0,industrial
Kanpur,26.44369,80.337891,2019-12-09,68.86,103.0,46.19,29.01,1.0,12.45,19.84,48.69,2.71,309.51,0.861,0.484,6.795,0,0,None,0,0,vehicular
Delhi,28.597618,77.210949,2019-12-10,107.54,66.15,11.67,23.12,1.0,19.74,27.75,85.07,4.09,88.62,0.124,0.573,0.161,0,0,None,0,0,vehicular
Mumbai,19.068625,72.894959,2019-12-10,14.13,167.71,42.19,22.14,1.0,51.53,30.46,47.21,5.42,70.03,1.943,0.285,1.067,0,0,None,0,0,waste
Chennai,13.09256,80.267662,2019-12-10,65.58,104.58,32.63,21.66,1.453,20.18,27.27,63.4,0.87,153.59,1.004,3.686,1.446,0,0,None,0,0,vehicular
Kolkata,22.588862,88.362428,2019-12-10,38.82,102.06,54.12,28.77,1.155,32.66,25.12,54.63,4.05,8.06,1.013,1.385,0.464,0,0,None,0,0,vehicular
Bengaluru,12.970983,77.570768,2019-12-10,77.23,86.58,46.2,29.07,1.59,27.92,27.65,37.91,0.97,169.58,1.262,1.186,0.828,0,0,None,0,0,vehicular
Hyderabad,17.370371,78.494115,2019-12-10,42.28,112.5,61.69,17.42,2.151,26.32,31.63,69.12,3.95,105.25,0.452,1.029,1.537,0,0,None,0,0,vehicular
Pune,18.517078,73.835447,2019-12-10,99.61,131.27,77.7,11.33,1.0,31.72,33.17,65.37,4.66,257.97,0.906,4.862,0.528,0,0,None,0,0,waste
Guwahati,26.155244,91.749671,2019-12-10,73.56,137.59,45.06,28.72,1.0,39.07,16.99,52.58,2.75,118.96,1.589,3.112,0.302,0,0,None,0,0,vehicular
Lucknow,26.855232,80.966645,2019-12-10,34.52,110.05,20.38,10.99,1.988,47.65,28.78,47.21,2.43,161.52,0.456,3.115,5.853,0,0,None,0,0,industrial
Kanpur,26.467693,80.324985,2019-12-10,127.26,91.55,44.69,1.0,1.833,18.2,16.4,52.73,4.39,126.88,0.134,0.717,3.242,0,0,None,0,0,agricultural
Delhi,28.617039,77.22497,2019-12-11,10.12,94.15,40.56,1.0,1.0,34.63,21.87,64.95,2.84,321.11,0.411,3.686,1.121,0,0,None,0,0,industrial
Mumbai,19.074561,72.885335,2019-12-11,121.48,106.48,63.44,29.41,1.367,32.53,21.36,52.42,2.76,289.95,0.469,0.888,5.547,0,0,None,0,0,industrial
Chennai,13.070474,80.283544,2019-12-11,42.56,143.11,2.11,32.5,1.0,37.59,30.85,51.16,2.55,40.68,0.029,0.288,2.406,0,0,None,0,0,vehicular
Kolkata,22.55056,88.342798,2019-12-11,37.8,162.41,17.22,18.43,1.08,45.62,38.91,58.13,3.08,260.23,0.721,0.405,2.074,0,0,None,0,0,vehicular
Bengaluru,12.951196,77.590708,2019-12-11,66.9,153.11,21.43,25.07,1.0,14.43,30.26,55.2,3.47,56.08,0.192,2.65,0.708,0,0,None,0,0,vehicular
Hyderabad,17.390856,78.487664,2019-12-11,41.03,181.7,20.81,25.48,1.0,28.08,31.32,57.61,1.2,224.92,4.891,2.617,1.008,0,0,None,0,0,vehicular
Pune,18.517266,73.832686,2019-12-11,58.79,54.43,53.48,20.41,1.0,33.74,30.1,35.7,1.59,180.47,0.885,1.382,0.424,0,0,None,0,0,waste
Guwahati,26.12158,91.729365,2019-12-11,37.28,20.73,20.52,22.87,1.04,34.56,31.6,47.13,2.41,275.73,1.209,1.068,1.959,0,0,None,0,0,industrial
Lucknow,26.843695,80.94981,2019-12-11,31.88,129.04,71.33,18.12,1.0,21.28,34.35,55.52,3.54,24.15,0.002,1.522,5.105,0,0,None,0,0,vehicular
Kanpur,26.443078,80.347576,2019-12-11,58.55,91.1,28.77,20.73,1.404,31.66,28.32,48.62,1.83,15.02,2.429,3.053,0.595,0,0,None,0,0,waste
Delhi,28.604643,77.246574,2019-12-12,55.55,139.39,33.3,5.39,1.0,39.6,18.59,59.35,2.75,258.44,0.362,2.481,10.911,0,0,None,0,0,fire_crackers
Mumbai,19.08797,72.878418,2019-12-12,88.96,40.5,53.19,1.0,1.039,17.41,22.03,43.6,3.15,93.57,0.44,2.089,1.933,0,0,None,0,0,agricultural
Chennai,13.091919,80.288021,2019-12-12,69.5,79.28,41.97,35.85,1.401,26.2,36.23,62.43,0.1,58.57,0.398,1.257,8.812,0,0,None,0,0,fire_crackers
Kolkata,22.558736,88.353719,2019-12-12,55.58,137.92,104.69,37.32,1.086,53.01,28.97,64.18,6.98,252.8,0.496,0.365,0.918,0,0,None,0,0,industrial
Bengaluru,12.973862,77.605749,2019-12-12,41.63,55.81,33.61,10.26,1.738,34.33,21.89,37.01,4.36,279.9,0.097,2.046,5.857,0,0,None,0,0,industrial
Hyderabad,17.366705,78.480933,2019-12-12,96.46,159.79,45.77,25.07,1.336,13.39,27.86,62.08,1.59,99.27,1.786,1.249,2.578,0,0,None,0,0,vehicular
Pune,18.519528,73.856228,2019-12-12,87.87,115.68,57.86,18.84,1.0,22.15,28.69,29.14,4.8,129.63,0.157,1.298,3.297,0,0,None,0,0,fire_crackers
Guwahati,26.147176,91.737694,2019-12-12,72.77,84.55,55.7,23.54,1.0,17.31,28.65,64.16,5.02,325.19,0.98,1.383,1.704,0,0,None,0,0,waste
Lucknow,26.836167,80.963444,2019-12-12,78.42,75.86,60.75,34.03,1.99,13.13,33.92,100.0,5.23,246.83,0.422,0.692,0.92,0,0,None,0,0,agricultural
Kanpur,26.453136,80.327766,2019-12-12,123.09,100.62,70.58,9.9,1.706,25.07,25.46,76.28,3.52,222.58,0.701,7.593,9.696,0,0,None,0,0,industrial
Delhi,28.60172,77.232195,2019-12-13,58.02,170.71,57.01,23.68,1.0,10.64,24.18,76.39,0.1,81.19,1.697,1.086,2.054,0,0,None,0,0,agricultural
Mumbai,19.077725,72.863455,2019-12-13,54.39,148.43,59.38,18.34,1.362,30.59,23.97,70.88,0.67,115.37,1.046,0.183,5.865,0,0,None,0,0,vehicular
Chennai,13.073304,80.272673,2019-12-13,71.27,110.93,22.84,8.43,1.0,25.18,39.97,57.17,2.75,113.02,0.8,2.932,0.507,0,0,None,0,0,fire_crackers
Kolkata,22.567556,88.364938,2019-12-13,34.62,218.73,53.66,32.58,1.0,30.24,22.39,32.97,3.77,285.27,0.308,1.43,3.575,0,0,None,0,0,vehicular
Bengaluru,12.969836,77.586575,2019-12-13,1.0,76.5,67.81,24.91,1.0,34.88,27.38,53.2,4.44,196.6,0.4,0.724,0.378,0,0,None,0,0,industrial
Hyderabad,17.379954,78.467608,2019-12-13,9.21,97.48,61.69,9.19,1.784,1.0,31.53,58.58,2.11,48.09,0.98,0.087,1.41,0,0,None,0,0,agricultural
Pune,18.535988,73.869888,2019-12-13,74.2,1.0,59.58,14.08,1.238,52.93,30.41,58.48,2.7,339.17,0.402,0.519,0.234,0,0,None,0,0,vehicular
Guwahati,26.15889,91.711247,2019-12-13,47.74,179.26,48.2,15.69,1.0,33.76,25.53,44.22,3.49,274.65,0.499,2.317,1.359,0,0,None,0,0,industrial
Lucknow,26.86656,80.939392,2019-12-13,38.22,139.0,54.29,29.85,1.529,26.22,23.97,37.41,0.48,13.1,0.394,0.66,2.273,0,0,None,0,0,vehicular
Kanpur,26.46239,80.345989,2019-12-13,54.44,161.89,42.12,25.24,1.0,34.31,24.2,45.13,1.66,261.48,1.827,5.836,2.824,0,0,None,0,0,agricultural
Delhi,28.617779,77.221558,2019-12-14,20.24,66.92,38.98,16.89,1.0,33.7,24.06,64.11,2.29,42.4,0.154,0.299,1.144,0,0,None,0,0,vehicular
Mumbai,19.051147,72.899564,2019-12-14,58.78,205.7,61.02,18.94,1.0,34.89,24.27,65.24,4.2,199.18,0.02,0.941,0.947,0,0,None,0,0,vehicular
Chennai,13.098624,80.255035,2019-12-14,61.99,43.36,38.16,11.84,1.0,38.85,26.61,71.87,3.98,236.98,0.684,2.289,4.36,0,0,None,0,0,waste
Kolkata,22.553212,88.373744,2019-12-14,111.41,106.57,45.28,24.31,1.0,33.33,18.28,54.19,4.39,126.55,1.735,8.561,0.871,0,0,None,0,0,vehicular
Bengaluru,12.975483,77.591602,2019-12-14,39.54,21.78,74.36,23.96,1.063,22.88,34.82,86.63,1.74,247.66,3.031,0.248,0.928,0,0,None,0,0,vehicular
Hyderabad,17.399458,78.473463,2019-12-14,77.15,156.39,70.6,36.2,1.0,40.74,27.04,52.83,0.8,72.88,0.238,0.841,1.46,0,0,None,0,0,agricultural
Pune,18.522543,73.830976,2019-12-14,56.15,53.11,53.37,5.33,1.217,14.3,19.11,73.98,3.84,281.76,1.657,1.247,3.644,0,0,None,0,0,vehicular
Guwahati,26.145218,91.728594,2019-12-14,87.45,40.9,91.21,10.33,1.0,27.01,32.1,82.15,1.4,82.43,0.505,2.127,3.779,0,0,None,0,0,vehicular
Lucknow,26.861315,80.968671,2019-12-14,66.68,88.96,48.21,21.95,1.0,5.56,25.52,56.56,3.58,284.35,1.083,1.274,1.269,0,0,None,0,0,vehicular
Kanpur,26.437318,80.319522,2019-12-14,64.8,77.56,44.69,33.67,1.143,50.35,28.13,62.16,0.1,71.41,1.121,1.111,2.443,0,0,None,0,0,fire_crackers
Delhi,28.598628,77.227513,2019-12-15,64.87,115.04,31.94,14.69,1.518,27.95,29.77,59.57,7.75,34.38,0.707,1.272,4.263,0,0,None,0,0,vehicular
Mumbai,19.072112,72.866652,2019-12-15,75.04,76.27,63.66,25.37,1.0,32.0,29.03,69.23,1.03,190.88,0.32,3.567,0.231,0,0,None,0,0,agricultural
Chennai,13.084555,80.280987,2019-12-15,47.21,139.49,54.59,29.42,1.0,33.28,30.86,58.67,4.21,251.42,0.415,0.438,3.022,0,0,None,0,0,vehicular
Kolkata,22.577272,88.343526,2019-12-15,46.56,143.07,30.7,27.7,1.37,43.31,22.19,72.2,2.04,208.44,0.328,0.381,6.653,0,0,None,0,0,waste
Bengaluru,12.985765,77.579279,2019-12-15,49.17,152.45,27.47,34.01,1.0,41.35,27.68,62.3,2.06,54.06,1.064,4.33,9.761,0,0,None,0,0,vehicular
Hyderabad,17.384481,78.495757,2019-12-15,99.71,144.48,16.12,18.45,1.0,20.45,30.79,74.32,3.9,268.04,1.854,1.68,0.817,0,0,None,0,0,vehicular
Pune,18.507618,73.848944,2019-12-15,1.0,105.51,55.76,27.46,1.51,26.08,27.08,62.84,4.37,130.41,0.719,1.605,7.709,0,0,None,0,0,vehicular
Guwahati,26.158627,91.728228,2019-12-15,30.66,119.02,39.11,31.55,1.704,43.67,41.01,50.56,4.19,107.64,0.545,0.872,0.388,0,0,None,0,0,industrial
Lucknow,26.867999,80.945834,2019-12-15,5.85,163.37,55.52,1.0,1.025,25.2,29.15,76.94,2.33,262.04,0.493,0.25,5.895,0,0,None,0,0,vehicular
Kanpur,26.447196,80.332179,2019-12-15,31.87,104.51,36.7,33.03,1.0,29.17,16.54,58.07,4.33,218.96,1.576,2.01,0.489,0,0,None,0,0,industrial
Delhi,28.606387,77.237396,2019-12-16,1.0,47.48,46.85,13.71,2.706,14.37,22.8,78.71,0.93,339.74,0.407,0.995,9.727,0,0,None,0,0,waste
Mumbai,19.052303,72.876656,2019-12-16,47.84,182.03,10.14,9.44,1.0,34.98,36.27,33.68,3.51,286.0,0.22,0.521,4.755,0,0,None,0,0,waste
Chennai,13.069463,80.252614,2019-12-16,90.41,148.22,44.79,19.52,1.174,49.35,25.96,60.2,4.31,265.57,1.272,0.573,3.104,0,0,None,0,0,industrial
Kolkata,22.555443,88.342091,2019-12-16,8.54,147.89,71.35,3.14,1.266,45.36,24.72,72.1,2.93,113.93,0.152,0.358,0.075,0,0,None,0,0,fire_crackers
Bengaluru,12.964199,77.605788,2019-12-16,32.49,109.2,64.29,17.58,1.0,38.84,24.53,71.1,4.05,134.45,0.551,0.861,6.985,0,0,None,0,0,industrial
Hyderabad,17.398484,78.46185,2019-12-16,70.15,92.52,35.58,32.78,1.118,45.18,25.93,72.51,3.2,198.01,0.648,6.923,2.248,0,0,None,0,0,industrial
Pune,18.507283,73.841907,2019-12-16,3.62,104.04,51.43,23.46,1.334,26.54,34.05,44.23,2.92,359.51,2.569,0.58,1.972,0,0,None,0,0,industrial
Guwahati,26.142058,91.716274,2019-12-16,83.48,155.75,69.65,4.03,1.0,23.72,32.11,80.66,2.04,86.4,0.343,1.146,2.632,0,0,None,0,0,vehicular
Lucknow,26.844231,80.953727,2019-12-16,70.47,46.09,40.48,11.4,1.0,27.85,26.33,56.14,4.37,81.19,1.448,3.797,7.643,0,0,None,0,0,vehicular
Kanpur,26.440228,80.329548,2019-12-16,53.45,139.36,56.83,8.18,1.248,6.43,30.09,51.68,4.07,11.69,1.618,1.419,0.446,0,0,None,0,0,industrial
Delhi,28.617625,77.22108,2019-12-17,36.02,121.97,26.8,21.11,1.0,39.65,27.05,42.51,4.65,261.25,0.035,6.393,5.415,0,0,None,0,0,industrial
Mumbai,19.085148,72.899326,2019-12-17,51.14,116.46,43.36,28.94,1.05,13.94,34.52,52.04,4.12,180.63,0.324,1.418,0.439,0,0,None,0,0,vehicular
Chennai,13.091809,80.265385,2019-12-17,38.63,37.44,31.51,7.76,1.0,45.65,27.2,68.98,4.25,259.46,1.026,0.256,0.221,0,0,None,0,0,industrial
Kolkata,22.561164,88.366435,2019-12-17,51.74,64.91,55.64,23.07,1.0,39.25,31.62,74.36,2.28,317.93,1.701,0.228,2.474,0,0,None,0,0,vehicular
Bengaluru,12.957207,77.609186,2019-12-17,112.76,110.91,81.81,32.6,1.199,35.65,25.96,72.7,5.64,234.04,0.18,3.437,2.818,0,0,None,0,0,industrial
Hyderabad,17.380611,78.476386,2019-12-17,74.39,63.31,39.61,13.64,1.822,29.62,34.03,38.53,3.53,89.87,0.323,3.777,3.207,0,0,None,0,0,agricultural
Pune,18.515762,73.85979,2019-12-17,82.64,101.38,39.29,13.44,1.0,21.69,31.33,52.6,4.21,278.44,1.854,1.848,2.16,0,0,None,0,0,vehicular
